article,entity,start,end,highest_ratio,best_match_annotation_article,best_match_annotation_entity,best_match_similarity_ratio,best_match_annotation_start,best_match_annotation_end
23055540,cvt 510,1529,1536,100,23055540,cvt 510,100,1529,1536
23111881,taa 300,707,714,60,23111881,taa,60,707,710
23017407,ethanol,463,470,100,23017407,ethanol,100,463,470
23122070,rosiglitazone,740,753,100,23122070,rosiglitazone,100,740,753
23204111,2 3 7 8 tetrachlorodibenzo p dioxin,132,167,100,23204111,2 3 7 8 tetrachlorodibenzo p dioxin,100,132,167
23065141,chlorines,2067,2076,100,23065141,chlorines,100,2067,2076
22956628,arsenic,468,475,100,22956628,arsenic,100,468,475
23186588,αβmeatp,1297,1304,100,23186588,αβmeatp,100,1297,1304
22335586,risperidone,1131,1142,100,22335586,risperidone,100,1131,1142
22591175,puerarin,133,141,100,22591175,puerarin,100,133,141
23146761,egcg,353,357,100,23146761,egcg,100,353,357
22951949,dedtc,1834,1839,100,22951949,dedtc,100,1834,1839
23085122,ipa,1304,1307,100,23085122,ipa,100,1304,1307
23248329,glycosphingolipids,0,18,100,23248329,glycosphingolipids,100,0,18
23200735,cyclic amp,1090,1100,100,23200735,cyclic amp,100,1090,1100
22499272,cholesterol,567,578,100,22499272,cholesterol,100,567,578
23024204,syprine,28,35,100,23024204,syprine,100,28,35
22940000,adenosine,25,34,100,22940000,adenosine,100,25,34
23200735,atrazine,80,88,100,23200735,atrazine,100,80,88
23238299,chelidonine,161,172,100,23238299,chelidonine,100,161,172
23111886,cisp,1152,1156,100,23111886,cisp,100,1152,1156
23085095,6 hydroxybuspirone,1070,1089,100,23085095,6 hydroxybuspirone,100,1070,1089
23147692,acetylphenylhydrazine,219,240,100,23147692,acetylphenylhydrazine,100,219,240
22757667,α cedrene,639,648,100,22757667,α cedrene,100,639,648
23194541,2 2 diphenyl picrylhydrazyl,630,658,100,23194541,2 2 diphenyl picrylhydrazyl,100,630,658
23194828,cpf,482,485,100,23194828,cpf,100,482,485
23111886,cisp,91,95,100,23111886,cisp,100,91,95
23055445,pd,443,445,100,23055445,pd,100,443,445
23089250,se,1318,1320,100,23089250,se,100,1318,1320
23059655,graphene oxide,93,107,100,23059655,graphene oxide,100,93,107
23047462,tio 2 ,64,70,100,23047462,tio 2 ,100,64,70
22954533,silver ions,894,905,71,22954533,silver,71,894,900
23104246,arsenic,1277,1284,100,23104246,arsenic,100,1277,1284
23132866,thr 158,813,820,60,23132866,thr,60,813,816
23150428,retinoic acid,1116,1129,100,23150428,retinoic acid,100,1116,1129
23091188,rtv,298,301,100,23091188,rtv,100,298,301
23086747,iron ion,1357,1365,67,23086747,iron,67,1357,1361
23107818,rapamycin,591,600,100,23107818,rapamycin,100,591,600
23099319,dom,1251,1254,100,23099319,dom,100,1251,1254
23210777,taxane,1520,1526,100,23210777,taxane,100,1520,1526
23220616,s adenosylmethionine,681,701,100,23220616,s adenosylmethionine,100,681,701
23042952,4 g rsv,1415,1422,100,23042952,4 g rsv,100,1415,1422
23093023,osu 03012,1385,1394,100,23093023,osu 03012,100,1385,1394
23099502,deoxynivalenol,488,502,100,23099502,deoxynivalenol,100,488,502
23022271,nmda,542,546,100,23022271,nmda,100,542,546
22591127,c18 1 n 9,677,686,71,22591127,c18 1,71,677,682
23150999,cholesterol,1105,1116,100,23150999,cholesterol,100,1105,1116
22815312,estradiol,704,713,100,22815312,estradiol,100,704,713
23179349,iron,1429,1433,100,23179349,iron,100,1429,1433
23099502,zearalenone,377,388,100,23099502,zearalenone,100,377,388
23210852,digalloyls,614,624,100,23210852,digalloyls,100,614,624
23080299, e α bromoacrylates,166,186,100,23080299, e α bromoacrylates,100,166,186
22967140,4 2 phenyl 5 7 bis trifluoromethyl pyrazolo 1 5 a pyrimidin 3 yl phenol,869,941,100,22967140,4 2 phenyl 5 7 bis trifluoromethyl pyrazolo 1 5 a pyrimidin 3 yl phenol,100,869,941
23177536,valproate,339,348,100,23177536,valproate,100,339,348
22531751,ly541850,1453,1461,100,22531751,ly541850,100,1453,1461
23199996,cu,117,119,100,23199996,cu,100,117,119
22472136,cadmium,515,522,100,22472136,cadmium,100,515,522
23060411,monophosphates,1227,1241,100,23060411,monophosphates,100,1227,1241
23111876,dpcpx,912,917,100,23111876,dpcpx,100,912,917
23042952,resveratrol,0,11,100,23042952,resveratrol,100,0,11
23190033,phenolics,480,489,100,23190033,phenolics,100,480,489
23103569,h2s,717,720,100,23103569,h2s,100,717,720
22616933,astaxanthin,887,898,100,22616933,astaxanthin,100,887,898
23091188,lpv,471,474,100,23091188,lpv,100,471,474
23103224,cisplatin,627,636,100,23103224,cisplatin,100,627,636
23229057,bis azolyl borates,96,114,100,23229057,bis azolyl borates,100,96,114
22901687,corticosterone,487,501,100,22901687,corticosterone,100,487,501
22884111,zno ns,639,645,67,22884111,zno,67,639,642
22761031,aur,1104,1107,100,22761031,aur,100,1104,1107
23044908,zoledronic acid,1649,1664,100,23044908,zoledronic acid,100,1649,1664
23103569,no,346,348,100,23103569,no,100,346,348
23252846,ybco,362,366,100,23252846,ybco,100,362,366
22876784,meg,18,21,100,22876784,meg,100,18,21
23146761,glutathione,515,526,100,23146761,glutathione,100,515,526
23064722,adenosine,1095,1104,100,23064722,adenosine,100,1095,1104
23137956,selenium,0,8,100,23137956,selenium,100,0,8
23010670,methylchavicol,1123,1137,100,23010670,methylchavicol,100,1123,1137
23142599,2 3 7 8 tcdd,1188,1200,100,23142599,2 3 7 8 tcdd,100,1188,1200
23202848,phenyl ring,796,807,71,23202848,phenyl,71,796,802
23142789,degradative product,24,43,13,23142789,bisphenol a,13,27,38
23199989, z 3 hexen 1 ol,372,388,100,23199989, z 3 hexen 1 ol,100,372,388
23042952,rsv,1027,1030,100,23042952,rsv,100,1027,1030
22765351,atk,243,246,100,22765351,atk,100,243,246
23202848, e 5 alkoxy 3 3 phenyl 3 oxoprop 1 enyl 4h chromen 4 ones,12,72,100,23202848, e 5 alkoxy 3 3 phenyl 3 oxoprop 1 enyl 4h chromen 4 ones,100,12,72
22465815,glutamate,378,387,100,22465815,glutamate,100,378,387
23010360,flecainide,1503,1513,100,23010360,flecainide,100,1503,1513
23256525,methyl thiol,52,64,100,23256525,methyl thiol,100,52,64
22967140,oestradiol,535,545,100,22967140,oestradiol,100,535,545
22553909,β cd,1026,1030,100,22553909,β cd,100,1026,1030
23229057,poly pyrazolyl methanes,118,141,100,23229057,poly pyrazolyl methanes,100,118,141
22989414,phosphatidylserine,441,459,100,22989414,phosphatidylserine,100,441,459
22720714, 1 h 1 h cosy,302,316,47,22720714, 1 h,47,307,311
22809709,mecamylamine,1177,1189,100,22809709,mecamylamine,100,1177,1189
23246797,glimepiride,491,502,100,23246797,glimepiride,100,491,502
23122111,neferine,1212,1220,100,23122111,neferine,100,1212,1220
23159330,rapamycin,1249,1258,100,23159330,rapamycin,100,1249,1258
23194076,testosterone,818,830,100,23194076,testosterone,100,818,830
23202371,transition metal dichalcogenides,59,91,100,23202371,transition metal dichalcogenides,100,59,91
23256440,polystyrene film,401,417,81,23256440,polystyrene,81,401,412
23058251,pyrethroids,204,215,100,23058251,pyrethroids,100,204,215
23084047,malondialdehyde,541,556,100,23084047,malondialdehyde,100,541,556
23058251,imidacloprid,2051,2063,100,23058251,imidacloprid,100,2051,2063
23246797,pioglitazone,2025,2037,100,23246797,pioglitazone,100,2025,2037
23220618,img,1327,1330,100,23220618,img,100,1322,1325
22977165,gadobenate,1461,1471,100,22977165,gadobenate,100,1461,1471
23122115,fructose,430,438,100,23122115,fructose,100,430,438
22691039,bromophenol,6,17,100,22691039,bromophenol,100,6,17
22708620,bht,734,737,100,22708620,bht,100,734,737
22961095,cyclophosphamide,68,84,100,22961095,cyclophosphamide,100,68,84
23201927,salvianolic acid b,272,290,100,23201927,salvianolic acid b,100,272,290
23137956,selenium,1307,1315,100,23137956,selenium,100,1307,1315
23153668,pll,1057,1060,100,23153668,pll,100,1057,1060
22761042,meoh,299,303,100,22761042,meoh,100,299,303
22899102,glutathione,1254,1265,81,22899102,bpde glutathione,81,1249,1265
23199996,ca,109,111,100,23199996,ca,100,109,111
23172734,fullerene,0,9,100,23172734,fullerene,100,0,9
22837389,estrogen,1104,1112,100,22837389,estrogen,100,1104,1112
22956632,gdc 0152,211,219,100,22956632,gdc 0152,100,211,219
23219683,pb,480,482,100,23219683,pb,100,480,482
23197773,naltrexone,1310,1320,100,23197773,naltrexone,100,1310,1320
22830954,clarithromycin,282,296,100,22830954,clarithromycin,100,282,296
23161581,pbse,68,72,100,23161581,pbse,100,66,70
23220041,capreomycin,434,445,100,23220041,capreomycin,100,434,445
23168115,glutamate,1279,1288,100,23168115,glutamate,100,1279,1288
23086182,ddt,205,208,100,23086182,ddt,100,205,208
23249384,thf,1101,1104,100,23249384,thf,100,1101,1104
23231420,γ methacryloxypropyl trimethoxysilane,252,289,100,23231420,γ methacryloxypropyl trimethoxysilane,100,252,289
22992332,vpa,303,306,100,22992332,vpa,100,303,306
22889582,propylene oxide,101,116,100,22889582,propylene oxide,100,101,116
23194828,cpf,302,305,100,23194828,cpf,100,302,305
23142844,propofol,923,931,100,23142844,propofol,100,923,931
23091188,lpv,1346,1349,100,23091188,lpv,100,1346,1349
23154533,propylthiouracil,0,16,100,23154533,propylthiouracil,100,0,16
22455986,γ sitosterol,360,372,100,22455986,γ sitosterol,100,360,372
23166012,ctac,363,367,100,23166012,ctac,100,363,367
22796428,benztropine,319,330,100,22796428,benztropine,100,319,330
23063782,oxygen,767,773,100,23063782,oxygen,100,767,773
23218401,aspalathin,269,279,100,23218401,aspalathin,100,269,279
23111348,carv,1771,1775,100,23111348,carv,100,1771,1775
23089250,se,10,12,100,23089250,se,100,10,12
22935038,cort,1619,1623,100,22935038,cort,100,1619,1623
23164921,catalpol,1062,1070,100,23164921,catalpol,100,1062,1070
23256625,simvastatin,134,145,100,23256625,simvastatin,100,134,145
23017392,phenolics,336,345,100,23017392,phenolics,100,336,345
23219683,pb,27,29,100,23219683,pb,100,27,29
23059655,nano graphene,770,783,76,23059655,graphene,76,775,783
22998295,mtx β cd,1378,1386,55,22998295,mtx,55,1378,1381
23127916,imatinib,1650,1658,100,23127916,imatinib,100,1650,1658
22348951,gsh gssg,1870,1878,67,22348951,gssg,67,1874,1878
23199996,mg,105,107,100,23199996,mg,100,105,107
22082827,fe,624,626,100,22082827,fe,100,624,626
22982218,pj34,482,486,100,22982218,pj34,100,482,486
22708620,α caryophyllene,362,377,100,22708620,α caryophyllene,100,362,377
22989414,amiloride,1382,1391,100,22989414,amiloride,100,1382,1391
22935511,cocaine,138,145,100,22935511,cocaine,100,138,145
23211363,ari,1301,1304,100,23211363,ari,100,1301,1304
22910795,dihydrorhodamine,748,764,100,22910795,dihydrorhodamine,100,748,764
22082827,cu,435,437,100,22082827,cu,100,435,437
23240979,opes,223,227,100,23240979,opes,100,223,227
22878908,testosterone,594,606,100,22878908,testosterone,100,594,606
23137956,selenium,863,871,100,23137956,selenium,100,863,871
23122120,neu5ac,80,86,100,23122120,neu5ac,100,80,86
23202372,sodium,1073,1079,100,23202372,sodium,100,1073,1079
23212963,sodium dodecyl sulfate,507,529,100,23212963,sodium dodecyl sulfate,100,507,529
23246469,gd bopta,283,291,100,23246469,gd bopta,100,283,291
23195751,17β estradiol,936,949,100,23195751,17β estradiol,100,936,949
23213199,h 2 o 2 ,738,746,100,23213199,h 2 o 2 ,100,738,746
23194542,acetonitrile,210,222,100,23194542,acetonitrile,100,210,222
23089250,semet,747,752,100,23089250,semet,100,747,752
23093496,clopidogrel,181,192,100,23093496,clopidogrel,100,181,192
23122100,hode,998,1002,100,23122100,hode,100,998,1002
22809709,nicotine,1122,1130,100,22809709,nicotine,100,1122,1130
23190297,benzophenone 3,8,22,100,23190297,benzophenone 3,100,8,22
23256531,c 60,297,301,89,23256531,c 60 ,89,297,302
23179349,copper,1320,1326,100,23179349,copper,100,1320,1326
23245515,methyl naphthyridinone,49,71,100,23245515,methyl naphthyridinone,100,49,71
22788802,hod ,110,115,100,22788802,hod ,100,110,116
22830954,clarithromycin,683,697,100,22830954,clarithromycin,100,683,697
22335586,risperidone,1206,1217,100,22335586,risperidone,100,1206,1217
22301815,endosulfan,491,501,100,22301815,endosulfan,100,491,501
22712554,tsukubachelin b,171,186,100,22712554,tsukubachelin b,100,171,186
23063689,benzodiazepines,148,163,100,23063689,benzodiazepines,100,148,163
23065141,dcpa,1373,1377,100,23065141,dcpa,100,1373,1377
23194541,caffeine,1102,1110,100,23194541,caffeine,100,1102,1110
23103569,nitric oxide,332,344,100,23103569,nitric oxide,100,332,344
23194529,d fagomine,70,80,100,23194529,d fagomine,100,70,80
23053666,copper,1209,1215,100,23053666,copper,100,1209,1215
23000445,rapamycin,988,997,100,23000445,rapamycin,100,988,997
23111950,mg,746,748,100,23111950,mg,100,746,748
23230905,au,730,732,100,23230905,au,100,730,732
23142789,bpa,1746,1749,100,23142789,bpa,100,1746,1749
23093024,acetaminophen,0,13,100,23093024,acetaminophen,100,0,13
22939001,kojic acid,140,150,100,22939001,kojic acid,100,140,150
23179753,valproic acid,674,687,100,23179753,valproic acid,100,674,687
22616933,astaxanthin,503,514,100,22616933,astaxanthin,100,503,514
22830954,sibutramine,1062,1073,100,22830954,sibutramine,100,1062,1073
23109258,pentachlorophenol,1010,1027,100,23109258,pentachlorophenol,100,1010,1027
23000445,wogonoside,767,777,100,23000445,wogonoside,100,767,777
23147033,butyrate,1095,1103,100,23147033,butyrate,100,1095,1103
23250808,laurocapram,781,792,100,23250808,laurocapram,100,781,792
23073075,fty720,1176,1182,100,23073075,fty720,100,1176,1182
22761031,aur,650,653,100,22761031,aur,100,650,653
23086747,iron ion,1848,1856,67,23086747,iron,67,1848,1852
22809709,nicotine,1398,1406,100,22809709,nicotine,100,1398,1406
23220614,iso,1127,1130,100,23220614,iso,100,1127,1130
22313530, 3 h ly459477,1703,1717,100,22313530, 3 h ly459477,100,1703,1717
23220614,iso,1656,1659,100,23220614,iso,100,1656,1659
22989504,curcumin,2015,2023,100,22989504,curcumin,100,2015,2023
23086747,irons,823,828,100,23086747,irons,100,823,828
23106203,glutamate,250,259,100,23106203,glutamate,100,250,259
23232323,bioassay guided,0,15,33,23232323,amide alkaloids,33,4,19
23206276,au,1137,1139,100,23206276,au,100,1137,1139
23103330,steroid,823,830,100,23103330,steroid,100,823,830
23086747,iron ion,1249,1257,67,23086747,iron,67,1249,1253
22864849,chrysin,0,7,100,22864849,chrysin,100,0,7
23254253,β agvo 3 ,539,548,88,23254253,agvo 3 ,88,541,548
23146750,bpa,938,941,100,23146750,bpa,100,938,941
23054066,mdma,1127,1131,100,23054066,mdma,100,1127,1131
23205740,sulfonated polystyrene,478,500,100,23205740,sulfonated polystyrene,100,478,500
23164921,catalpol,277,285,100,23164921,catalpol,100,277,285
23249300,sulfonic acid,572,585,100,23249300,sulfonic acid,100,572,585
23146761,epigallocatechin gallate,0,24,100,23146761,epigallocatechin gallate,100,0,24
23254253,silver vanadium oxide,259,280,100,23254253,silver vanadium oxide,100,259,280
22335586,risperidone,558,569,100,22335586,risperidone,100,558,569
22995439,fe 3 o 4 nps,1298,1311,86,22995439,fe 3 o 4 ,86,1298,1307
23017405,bis 2 methyl 3 furyl disulfide ,807,838,98,23017405,bis 2 methyl 3 furyl disulfide,98,807,837
23154533,ptu,1161,1164,100,23154533,ptu,100,1161,1164
23220618,hyperoside,661,671,100,23220618,hyperoside,100,661,671
23174340,gaba,1114,1118,100,23174340,gaba,100,1114,1118
23220609,bzp,311,314,100,23220609,bzp,100,311,314
23154533,ptu,237,240,100,23154533,ptu,100,237,240
23154533,mmi,178,181,100,23154533,mmi,100,178,181
23019138,methanandamide,1193,1207,100,23019138,methanandamide,100,1193,1207
23253427,dimethylsulfoxide,527,544,100,23253427,dimethylsulfoxide,100,527,544
23146758,metabolites,81,92,9,23146758,6 oh bde 47,9,80,91
23194532,gsh px,644,650,67,23194532,gsh,67,644,647
23043183,vilanterol,753,763,100,23043183,vilanterol,100,753,763
23099502,zearalenone,856,867,100,23099502,zearalenone,100,856,867
23172734,toluene,545,552,100,23172734,toluene,100,545,552
23065141,dcpa,1637,1641,100,23065141,dcpa,100,1637,1641
23182766,affinity,61,69,11,23182766,cholesterol,11,62,73
23017390,luteolin,625,633,100,23017390,luteolin,100,625,633
22889582,epoxy type,564,574,67,22889582,epoxy,67,564,569
22963497,gnrh,252,256,100,22963497,gnrh,100,252,256
23164616,ethanol,1577,1584,100,23164616,ethanol,100,1577,1584
22864625,inh,893,896,100,22864625,inh,100,893,896
23003213,fe3o4,115,120,100,23003213,fe3o4,100,115,120
23099319,dom,824,827,100,23099319,dom,100,824,827
23256531,c 60,436,440,89,23256531,c 60 ,89,436,441
23210780,lupeol,507,513,100,23210780,lupeol,100,507,513
23099502,zearalenone,1330,1341,100,23099502,zearalenone,100,1330,1341
23046524,paraoxon,1515,1523,100,23046524,paraoxon,100,1515,1523
23149118,atrazine,1889,1897,100,23149118,atrazine,100,1889,1897
23197647,mtx,1524,1527,100,23197647,mtx,100,1524,1527
23201092,gnih ii,957,964,73,23201092,gnih,73,957,961
22503097,sodium lauryl sulfate,927,948,100,22503097,sodium lauryl sulfate,100,927,948
23089250,methylmercury,758,771,100,23089250,methylmercury,100,758,771
23086747,iron,506,510,100,23086747,iron,100,506,510
23249625,high glucose,1330,1342,74,23249625,glucose,74,1335,1342
23127916,imatinib,938,946,100,23127916,imatinib,100,938,946
23254197,estrogens,574,583,100,23254197,estrogens,100,574,583
23000445,wogonoside,40,50,100,23000445,wogonoside,100,40,50
23146750,pcb126,463,469,100,23146750,pcb126,100,463,469
23089250,semet,2476,2481,100,23089250,semet,100,2476,2481
23229136,ni,1058,1060,100,23229136,ni,100,1058,1060
23022271,cyt,659,662,100,23022271,cyt,100,659,662
23078954,bentonite clay,1553,1567,78,23078954,bentonite,78,1553,1562
23159886,nac,338,341,100,23159886,nac,100,338,341
22901687,effects of,4,14,20,22901687,oleuropein,20,0,10
23174144,cu nps,1451,1457,50,23174144,cu,50,1451,1453
23123249,nimp,1441,1445,100,23123249,nimp,100,1441,1445
23186588,dexamethasone,684,697,100,23186588,dexamethasone,100,684,697
23084047,mc lr,52,57,100,23084047,mc lr,100,52,57
23115221,cotinine,860,868,100,23115221,cotinine,100,860,868
23207679,lignan glycoside,216,232,100,23207679,lignan glycoside,100,216,232
23254197,estradiol,640,649,100,23254197,estradiol,100,640,649
23200255,core pyrazolopyridine,652,673,86,23200255,pyrazolopyridine,86,657,673
23245513,guanine,249,256,100,23245513,guanine,100,249,256
23132866,thr 158,711,718,60,23132866,thr,60,711,714
23123225,β asarone,774,783,100,23123225,β asarone,100,774,783
23201051,stearoyl peg polysdm,168,188,100,23201051,stearoyl peg polysdm,100,168,188
23234434,dimethylethynylcarbinol,1332,1355,100,23234434,dimethylethynylcarbinol,100,1332,1355
23108979,ethyl acetate,184,197,100,23108979,ethyl acetate,100,184,197
22577972,pentacyclic triterpenes,698,721,100,22577972,pentacyclic triterpenes,100,698,721
23108036,arsenic,166,173,100,23108036,arsenic,100,166,173
22616933,c40h52o4,13,21,100,22616933,c40h52o4,100,13,21
23166012,sdbs,866,870,100,23166012,sdbs,100,866,870
23123771,his438,975,981,67,23123771,his,67,975,978
23122143,free fatty acid,239,254,80,23122143,fatty acid,80,244,254
23197647,mtx,1387,1390,100,23197647,mtx,100,1387,1390
23200254,bms 378806,214,224,100,23200254,bms 378806,100,214,224
23059794,pfos,803,807,100,23059794,pfos,100,803,807
23178950,dox hcl,890,897,100,23178950,dox hcl,100,890,897
23137956,essential,13,22,42,23137956,sodium selenite,42,10,25
22503097,naproxen,306,314,100,22503097,naproxen,100,306,314
